Progreso;"Estimado/a estudiante, bienvenido/a a la encuesta “Retroalimentación para el Aprendizaje”. El propósito de esta encuesta es favorecer la comprensión acerca de cómo podemos mejorar las prácticas de retroalimentación sobre la evaluación en las universidades. En esta encuesta nos interesa la retroalimentación relacionada con una tarea de evaluación (calificada o no calificada) de una asignatura. Por retroalimentación, nos referimos a la información que ayuda a los estudiantes a mejorar su desempeño en tareas futuras. Completar esta encuesta no debe tomar más de 30 minutos y todas sus respuestas serán anónimas    Si decide hacer parte de este proceso, por favor lea el siguiente consentimiento informado. Agradecemos de antemano su amable participación.     Yo, he sido invitado/a a participar como sujeto en la aplicación virtual de la encuesta ""Retroalimentación para el Aprendizaje"". Los datos recogidos se utilizarán para una investigación que tiene como objetivo generar orientaciones para promover prácticas efectivas de retroalimentación formativa en el contexto universitario. Entiendo que mi participación en el presente estudio es voluntaria y que puedo retirarme en cualquier momento, sin que esto conlleve ningún tipo de penalidad. ¿Estoy de acuerdo en participar en el presente estudio?";P1;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P10.1;P11;P11Otra;P12;P12Otra;P13a;P13b;P13c;P13d;P13e;P13f;P13g;P13h;P13i;P13j;P13jOtra;P13k;P13.1;P14;P14Otra;P15;P16;P16Otra;P17;P18;P18Otra;P19a;P19b;P19c;P19d;P19e;P20;P21a;P21b;P21c;P21d;P22a;P22b;P22c;P22d;P23;P23Otra;P24;P24Otra;P25;P26a;P26b;P26c;P26d;P26e;P26f;P26g;P26h;P26i;P26j;P26j;P26l;P26m;P26n;P26o;P27a;P27b;P27c;P28a;P28b;P29;P30;P31;P32;P33;P33Otra;P34;P34Otra;P35;P36;P36.1;P36.1AMP;P36.2;P37;P37AMP
100;De acuerdo;24 - 29;Ciencias Sociales (ej. Ciencias de la Educación, Ciencias Políticas, Derecho, Economía y Negocios, Geografía Social y Económica, Periodismo y Comunicaciones, Psicología, Sociología);;Estudiante internacional de medio tiempo;Universidad de la Guajira;Licenciatura en etnoeducacion e interculturalidad ;Menos de un año;Entre 4.1 y 4.5;En cuatro;Concepción y modelos pedagogicos ;Calificaciones y comentarios;La misma que esperaba;Presentación oral/exposición,Examen;;Trabajé en grupo;;Antes de la entrega;Después de la entrega;Después de la entrega;Antes de la entrega;Después de la entrega;Después de la entrega;Antes de la entrega;Después de la entrega;Después de la entrega;Después de la entrega;;Después de la entrega;Extremadamente útiles;Correo electrónico,Plataforma educativa (ej. LMS, Moodle, Brightspace);;Recibí los comentarios inmediatamente;Mi profesor;;El profesor no brindó comentarios en mi tarea antes de su envío;Comentarios dados personalmente;;Totalmente de acuerdo;De acuerdo;Totalmente de acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;4;4;4;4;Comentarios dados personalmente;;Comentarios dados personalmente;;Opiniónes sobre el proceso de aprendizaje que ayuda a mejorar el desempeño ;Siempre;Siempre;Siempre;Siempre;Siempre;Siempre;Siempre;Nunca;Siempre;Siempre;Siempre;Siempre;Siempre;Siempre;Nunca;De acuerdo;De acuerdo;En desacuerdo;Concepción y modelos ;Primer semestre ;Es la que hace un cambio en el estudiante ;Positiva es un mecanismo de retroalimentación ;Proporciona una información específica ;Detallar más acerca de la mejoracion de los aprendizaje  ;Mujer;;Colombia;;Menos de 1 año;No;Sí, otro (Por favor especifique en el siguiente recuadro);Wayunaki;Bueno;No;
100;De acuerdo;Menor a 18;Ninguna de las anteriores (Por favor indique el área de conocimiento);Facultad de las ciencias básicas de la educación, Licenciatura en etnoeeducacion interculturalidad ;Estudiante nacional de medio tiempo;Universidad de la Guajira;Licenciatura en etnoeeducacion e interculturalidad ;Menos de un año;Entre 4.1 y 4.5;En una;Fundamentos etnográfia ;Calificaciones y comentarios;La misma que esperaba;Ensayo escrito,Presentación oral/exposición,Examen,Portafolio/proyecto,Examen corto/quiz,Diario/blog/texto de reflexión,Otra (Por favor especifique en el siguiente recuadro);Reseña y informé a escrito por word..;Otro (Por favor especifique en el siguiente recuadro);Trabajar en dos integrantes ;Después de la entrega;Después de la entrega;Después de la entrega;Después de la entrega;Después de la entrega;Después de la entrega;Después de la entrega;Después de la entrega;Después de la entrega;Después de la entrega;;Después de la entrega;;Correo electrónico,Otro (Por favor especifique en el siguiente recuadro);Classroom ;Menos de 1 semana;Mi profesor;;El profesor ya había revisado y brindado comentarios en mi tarea antes de su envío;Anotaciones electrónicas (ej. Comentarios en Word o PDF),Comentarios dados personalmente,Rúbrica calificada;;No puedo dar una opinión;De acuerdo;En desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Totalmente de acuerdo;No puedo dar una opinión;No puedo dar una opinión;Totalmente en desacuerdo;En desacuerdo;3;3;3;4;Anotaciones electrónicas (ej. Comentarios en Word o PDF),Comentarios dados personalmente,Rúbrica calificada;;Anotaciones electrónicas (ej. Comentarios en Word o PDF),Comentarios dados personalmente,Rúbrica calificada,Por lo general no presto atención a los comentarios;;Alcanzar los objetivos propuestos por el docente, ya sea las actividades académicas...;Frecuentemente;Nunca;Ocasionalmente;Ocasionalmente;Rara vez;Ocasionalmente;Siempre;Ocasionalmente;Ocasionalmente;Ocasionalmente;Siempre;Siempre;Siempre;Ocasionalmente;Nunca;Muy en desacuerdo;Muy de acuerdo;Muy en desacuerdo;Licenciatura en etnoeeducacion interculturalidad ;Primer semestre del 2022;Repasó de Todo los temas q se an Dado ;Funcionó gracias alos docentes ;Una retroalimentación q me hace bajar los puntos es cuando no le préstamo atención a los temas anteriores Dado de los profesores;Tener en cuenta los profesores mas relevantes en retroalimentar los aspirantes ;Hombre;;Colombia;;Más de 12 años;No;Sí, otro (Por favor especifique en el siguiente recuadro);El wayúunaiki ;Muy bueno;No;
100;De acuerdo;Mayor a 35;Ciencias Sociales (ej. Ciencias de la Educación, Ciencias Políticas, Derecho, Economía y Negocios, Geografía Social y Económica, Periodismo y Comunicaciones, Psicología, Sociología);;Estudiante nacional de medio tiempo;Universidad de la Guajira;Licenciatura en etnoeducación e interculturalidad ;Menos de un año;Entre 4.1 y 4.5;En dos;Concepción y modelos pedagógicos ;Calificaciones y comentarios;La misma que esperaba;Examen corto/quiz;;Trabajé en grupo;;Antes de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;;Antes de la entrega;Muy útiles;Plataforma educativa (ej. LMS, Moodle, Brightspace);;Menos de 1 semana;Mi profesor;;El profesor no brindó comentarios en mi tarea antes de su envío;Rúbrica calificada;;Totalmente en desacuerdo;Totalmente en desacuerdo;Totalmente en desacuerdo;Totalmente en desacuerdo;Totalmente en desacuerdo;Totalmente en desacuerdo;Totalmente en desacuerdo;Totalmente en desacuerdo;Totalmente en desacuerdo;Totalmente en desacuerdo;5;5;4;5;Rúbrica calificada;;Rúbrica calificada;;Desarrolla y evalúa nuestra capacidad cognitiva;Siempre;No puedo dar una opinión;Siempre;Siempre;Siempre;Siempre;Siempre;Siempre;Siempre;Siempre;Siempre;Siempre;Nunca;Rara vez;Rara vez;Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;Concepcion y modelos ;Primer semestre ;La profesora es muy creativa ;Porque la aplico;La de las dimensiones pedagógicas ;Sigan así de creativos ;Mujer;;Colombia;;Más de 12 años;Sí;;;;No;
100;De acuerdo;Menor a 18;Ciencias Sociales (ej. Ciencias de la Educación, Ciencias Políticas, Derecho, Economía y Negocios, Geografía Social y Económica, Periodismo y Comunicaciones, Psicología, Sociología);;Estudiante nacional a tiempo completo;Universidad de la Guajira;Licenciatura en etnoeducacion e interculturalidad ;Menos de un año;Entre 3.6 y 4.0;En dos;Fundamento etnografico, epistemologia ;Calificaciones y comentarios;Más alta de lo esperado;Ensayo escrito,Presentación oral/exposición,Examen corto/quiz;;Trabajé en grupo;;Antes de la entrega;Después de la entrega;Antes de la entrega;Después de la entrega;Antes de la entrega;Después de la entrega;Antes de la entrega;Después de la entrega;Antes de la entrega;Después de la entrega;;Antes de la entrega;Muy útiles;Copia impresa (ej. Documento impreso),Correo electrónico;;Recibí los comentarios inmediatamente;Mi profesor;;El profesor ya había revisado y brindado comentarios en mi tarea antes de su envío;Comentarios dados personalmente;;De acuerdo;Totalmente de acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;De acuerdo;De acuerdo;Totalmente de acuerdo;De acuerdo;Totalmente de acuerdo;4;5;5;5;Comentarios dados personalmente,Grabación de audio;;Comentarios escritos a mano en una copia impresa,Comentarios dados personalmente,Grabación de audio;;de que cada uno tenga un buen aprendizaje ;Frecuentemente;Frecuentemente;Siempre;Siempre;Frecuentemente;Frecuentemente;Siempre;Siempre;Siempre;Frecuentemente;Siempre;Frecuentemente;Siempre;Siempre;Frecuentemente;Muy de acuerdo;De acuerdo;Muy de acuerdo;etnografia;1 semestre;la comprension del docente;he podido entender muchos mas sobre los temas;la profe no quiso recibirme el trabajo porque estaba mal;eschucar a los docentes;Mujer;;Colombia;;Más de 12 años;No;Sí, otro (Por favor especifique en el siguiente recuadro);wayunaiki;Excelente;No;
100;De acuerdo;24 - 29;Ninguna de las anteriores (Por favor indique el área de conocimiento);;Estudiante nacional a tiempo completo;Universidad del Magdalena;Licenciaturas en educación campecina y rural ;Entre 1 a 3 años;Entre 4.1 y 4.5;En tres;Proyectos asociativos ;Solo comentarios;;Otra (Por favor especifique en el siguiente recuadro);Proyecto asociativo ;Trabajé en grupo;;Después de la entrega;Antes de la entrega;Después de la entrega;Después de la entrega;Después de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Después de la entrega;Después de la entrega;Ningún otro;Después de la entrega;;Plataforma educativa (ej. LMS, Moodle, Brightspace);;Menos de 3 semanas;Mi profesor;;No podría dar una opinión;Comentarios dados personalmente;;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;Totalmente de acuerdo;De acuerdo;No puedo dar una opinión;De acuerdo;De acuerdo;4;5;4;3;Comentarios escritos a mano en un documento escaneado,Anotaciones electrónicas (ej. Comentarios en Word o PDF),Grabación de audio,Rúbrica calificada;;Anotaciones electrónicas (ej. Comentarios en Word o PDF),Comentarios dados personalmente;;Mejor en cuanto al aprendizaje que se esté evaluando para mejorar en el desempeño académico ;Siempre;Siempre;Siempre;Siempre;Ocasionalmente;Ocasionalmente;Siempre;Siempre;Siempre;Siempre;Ocasionalmente;Frecuentemente;Ocasionalmente;Rara vez;Rara vez;En desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Proyecto asociativo ;2022;Ayudo no solo a organizar un proyecto con éxito, si no que también ayudó a que se hiciera realidad ;Porque el proyecto marcha con exito ;En el momento no recuerdo ningún trato siempre de tomar las cosas positivamente porque todo eso es lo que ayuda a uno crecer no solo profecionalmente si no también como persona ;Tener un mejor acompañamiento en cuanto a tutores casi que personalizado ;Mujer;;Colombia;;Más de 12 años;Sí;;;;No;
100;De acuerdo;30 - 35;Humanidades (ej. Arte, Historia y Arqueología, Idiomas y Literatura, Otras Historias y Humanidades);;Estudiante nacional de medio tiempo;Universidad del Magdalena;Licenciatura en literatura y lengua castellana;Entre 1 a 3 años;Entre 4.1 y 4.5;En más de cinco;Evaluación del aprendizaje 20201771040;Calificaciones y comentarios;Más alta de lo esperado;Presentación oral/exposición,Examen;;Trabajé en grupo;;Antes de la entrega;Después de la entrega;Después de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Después de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;;Después de la entrega;Extremadamente útiles;Copia impresa (ej. Documento impreso),Correo electrónico;;Menos de 1 semana;Mi profesor;;El profesor ya había revisado y brindado comentarios en mi tarea antes de su envío;Comentarios dados personalmente;;Totalmente de acuerdo;Totalmente en desacuerdo;Totalmente de acuerdo;De acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;De acuerdo;De acuerdo;De acuerdo;5;5;4;5;Comentarios dados personalmente,Rúbrica calificada;;Comentarios escritos a mano en una copia impresa,Rúbrica calificada;;Que el estudiante pueda obtener nuevamente información detallada de dicho tema;Siempre;Siempre;Siempre;Siempre;Siempre;Frecuentemente;Frecuentemente;Rara vez;Siempre;Siempre;Siempre;Siempre;Siempre;Siempre;Nunca;Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;Plan lector ;Sexto semestre año 2022;Verificar detalles sobre un tema en específico, cuando existen dudas ;Por el buen dominio de un tema;El docente no se hace entender, le falta estrategias;Capacitar aún más al docente a generar estrategias de aprendizajes;Mujer;;Colombia;;Más de 12 años;Sí;;;;No;
100;De acuerdo;18 - 23;Humanidades (ej. Arte, Historia y Arqueología, Idiomas y Literatura, Otras Historias y Humanidades);;Estudiante nacional de medio tiempo;Universidad del Magdalena;Licenciatura en literatura y lengua castellana ;Entre 1 a 3 años;Entre 3.6 y 4.0;En más de cinco;Comprensión lectora ;Calificaciones y comentarios;La misma que esperaba;Presentación oral/exposición;;Trabajé en grupo;;Después de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Después de la entrega;Después de la entrega;Después de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;;Antes de la entrega;;Correo electrónico;;Menos de 2 semanas;Mi profesor;;El profesor ya había revisado y brindado comentarios en mi tarea antes de su envío;Comentarios escritos a mano en un documento impreso,Comentarios escritos a mano en un documento escaneado;;De acuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;5;4;5;5;Comentarios escritos a mano en un documento escaneado;;Comentarios escritos a mano en una copia impresa;;Acertar y definir las actividades realizadas para poder esclarecer dudas ;Siempre;Siempre;Siempre;Siempre;Siempre;Siempre;Siempre;Rara vez;Frecuentemente;Rara vez;Siempre;Frecuentemente;Siempre;Siempre;Nunca;Muy en desacuerdo;De acuerdo;Muy en desacuerdo;No sé ;2019;Reconocer las fallas y aciertos de la evaluación ;Acierta con lo que me evaluaron ;En una materia,en realidad nunca nos retroalimentó las calificaciones ;Siendo sinceros y respetando la opinión ajena ;Mujer;;Colombia;;Más de 12 años;Sí;;;;No;
100;De acuerdo;30 - 35;Ciencias Sociales (ej. Ciencias de la Educación, Ciencias Políticas, Derecho, Economía y Negocios, Geografía Social y Económica, Periodismo y Comunicaciones, Psicología, Sociología);;Estudiante nacional a tiempo completo;Universidad del Magdalena;Licenciatura en Literatura y Lengua Castellana ;Entre 1 a 3 años;Entre 4.1 y 4.5;En tres;Plan Lector ;Calificaciones y comentarios;Más alta de lo esperado;Ensayo escrito;;Trabajé solo;;Después de la entrega;Después de la entrega;Después de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Vecinos ;Antes de la entrega;;Correo electrónico,Otro (Por favor especifique en el siguiente recuadro);Personalmente ;Menos de 2 semanas;Mi profesor;;El profesor ya había revisado y brindado comentarios en mi tarea antes de su envío;Comentarios escritos a mano en un documento impreso,Comentarios dados personalmente,Rúbrica calificada;;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;De acuerdo;Totalmente de acuerdo;De acuerdo;5;5;5;5;Comentarios escritos a mano en una copia impresa;;Comentarios escritos a mano en una copia impresa,Comentarios dados personalmente;;El saber que lo estamos haciendo bien o no!;Siempre;Siempre;Siempre;Siempre;Ocasionalmente;Frecuentemente;Siempre;Nunca;Frecuentemente;Rara vez;Frecuentemente;Ocasionalmente;Rara vez;Frecuentemente;Nunca;En desacuerdo;No puedo dar una opinión;En desacuerdo;Plan Lector;Tercer Semestre ;Fue muy enfática en susexplicaciones ;Porque se pudo concluir aquel trabajo que nos había costado realizar. ;Cuando solo era leer y no había una respuesta precisa, y todo quedaba en el aire, no sabíamos si lo que estábamos haciendo estaba bien o mal!;Tener más atención con los estudiantes!;Mujer;;Colombia;;Más de 12 años;Sí;;;;No;
100;De acuerdo;Mayor a 35;Ninguna de las anteriores (Por favor indique el área de conocimiento);;Estudiante nacional de medio tiempo;Universidad del Magdalena;Licenciatura en educación campesina  y rural;Entre 1 a 3 años;Entre 3.6 y 4.0;En una;Desarrollo del lenguaje ;Calificaciones y comentarios;La misma que esperaba;Presentación oral/exposición;;Trabajé en grupo;;Después de la entrega;Después de la entrega;Después de la entrega;Después de la entrega;Después de la entrega;Después de la entrega;Después de la entrega;Después de la entrega;Después de la entrega;Después de la entrega;;Después de la entrega;;Plataforma educativa (ej. LMS, Moodle, Brightspace);;Menos de 1 semana;Mi profesor;;El profesor ya había revisado y brindado comentarios en mi tarea antes de su envío;Anotaciones electrónicas (ej. Comentarios en Word o PDF);;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;4;4;4;4;Anotaciones electrónicas (ej. Comentarios en Word o PDF);;Comentarios dados personalmente;;Fortalecer nuestro quehacer pedagógico , para implementarlos en el aula escolar y tener un buen desempeño ;Siempre;Siempre;Siempre;Siempre;Siempre;Siempre;Siempre;Siempre;Siempre;Siempre;Siempre;Siempre;Siempre;Siempre;Siempre;Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;2020276065;Segundo semestre;Me ayudo a fortalecer mis conocimientos y ponerlos en practica con mis estudiantes  ;Por el buen desempeño que noto en mis estudiantes ;En los ensayos de laboratorio  no he podido conectarme con esa materia ;Brindarme una ayuda con esa materia como cambio de tutor;Mujer;;Colombia;;Más de 12 años;Sí;;;;No;
100;De acuerdo;18 - 23;Ciencias Sociales (ej. Ciencias de la Educación, Ciencias Políticas, Derecho, Economía y Negocios, Geografía Social y Económica, Periodismo y Comunicaciones, Psicología, Sociología);;Estudiante nacional a tiempo completo;Universidad del Magdalena;Licenciatura en educación infantil ;Entre 1 a 3 años;Entre 4.1 y 4.5;En más de cinco;Desarrollo del lenguaje ;Calificaciones y comentarios;Más alta de lo esperado;Ensayo escrito,Presentación oral/exposición,Examen,Examen corto/quiz;;Trabajé en grupo;;Después de la entrega;Después de la entrega;Antes de la entrega;Después de la entrega;Después de la entrega;Después de la entrega;Después de la entrega;Después de la entrega;Después de la entrega;Después de la entrega;;Antes de la entrega;;Copia impresa (ej. Documento impreso),Correo electrónico,Plataforma educativa (ej. LMS, Moodle, Brightspace);;Menos de 1 semana;Mi profesor;;No podría dar una opinión;Anotaciones electrónicas (ej. Comentarios en Word o PDF);;Totalmente en desacuerdo;Totalmente en desacuerdo;Totalmente en desacuerdo;Totalmente en desacuerdo;Totalmente en desacuerdo;Totalmente en desacuerdo;Totalmente en desacuerdo;Totalmente en desacuerdo;Totalmente en desacuerdo;Totalmente en desacuerdo;4;5;5;5;Anotaciones electrónicas (ej. Comentarios en Word o PDF),Comentarios dados personalmente,Rúbrica calificada;;Anotaciones electrónicas (ej. Comentarios en Word o PDF),Comentarios dados personalmente,Grabación de audio;;Hacer saber que está bien y que no;Siempre;Siempre;Siempre;Siempre;Siempre;No puedo dar una opinión;Siempre;Siempre;Siempre;Siempre;Siempre;Siempre;Siempre;Frecuentemente;Nunca;Muy en desacuerdo;En desacuerdo;En desacuerdo;Desarrollo del lenguaje ;2020;Comunicación ;Por los resultados ;No tuve en cuenta la explicación de la profe ;Que haya comunicación ;Mujer;;Colombia;;Más de 12 años;Sí;;;;Sí (Por favor especifique en el siguiente recuadro);Miopía 
100;De acuerdo;18 - 23;Ciencias Sociales (ej. Ciencias de la Educación, Ciencias Políticas, Derecho, Economía y Negocios, Geografía Social y Económica, Periodismo y Comunicaciones, Psicología, Sociología);;Estudiante nacional a tiempo completo;Universidad del Magdalena;Licenciatura en Educación Infantil ;Menos de un año;Entre 4.1 y 4.5;En tres;Desarrollo del lenguaje ;Calificaciones y comentarios;La misma que esperaba;Presentación oral/exposición;;Trabajé en grupo;;Antes de la entrega,Después de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;;Antes de la entrega;Extremadamente útiles;Plataforma educativa (ej. LMS, Moodle, Brightspace);;Menos de 2 semanas;Mi profesor;;No podría dar una opinión;Anotaciones electrónicas (ej. Comentarios en Word o PDF),Rúbrica calificada;;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;De acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Ni de acuerdo ni en desacuerdo;Totalmente de acuerdo;Totalmente de acuerdo;5;4;4;5;Comentarios dados personalmente,Rúbrica calificada;;Comentarios dados personalmente,Rúbrica calificada;;Mejorar y aprender ;Siempre;Siempre;Siempre;Frecuentemente;Frecuentemente;Frecuentemente;Siempre;Rara vez;Siempre;Rara vez;Ocasionalmente;Frecuentemente;Ocasionalmente;Frecuentemente;Nunca;Muy en desacuerdo;En desacuerdo;Muy en desacuerdo;Desarrollo del lenguaje ;Segundo semestre 2022;La comunicación asertiva y el lenguaje Formal que uso la docente de manera respetuosa ;Porque he mejorado ;No he recibido retroalimentación negativa ;No lo sé ;Mujer;;Otro (Por favor especifique en el siguiente recuadro);Venezuela ;9 - 12 años;Sí;;;;No;
100;De acuerdo;18 - 23;Ciencias Sociales (ej. Ciencias de la Educación, Ciencias Políticas, Derecho, Economía y Negocios, Geografía Social y Económica, Periodismo y Comunicaciones, Psicología, Sociología);;Estudiante nacional a tiempo completo;Universidad del Magdalena;Lic. En educación infantil;Entre 1 a 3 años;Mayor a 4.5;En ninguna;Desarrollo del lenguaje;Solo comentarios;;Presentación oral/exposición,Examen;;Trabajé solo;;Antes de la entrega,Después de la entrega;Antes de la entrega,Después de la entrega;Antes de la entrega,Después de la entrega;Antes de la entrega,Después de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega,Después de la entrega;Antes de la entrega,Después de la entrega;Antes de la entrega,Después de la entrega;Antes de la entrega,Después de la entrega;;Antes de la entrega,Después de la entrega;Muy útiles;Plataforma educativa (ej. LMS, Moodle, Brightspace);;Menos de 1 semana;Mi profesor;;El profesor no brindó comentarios en mi tarea antes de su envío;Rúbrica calificada;;En desacuerdo;En desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;1;1;1;1;Comentarios dados personalmente;;Comentarios escritos a mano en una copia impresa,Anotaciones electrónicas (ej. Comentarios en Word o PDF),Rúbrica calificada;;Que nosotros como estudiantes siempre aprendamos y mejoremos cada día;Rara vez;Ocasionalmente;Rara vez;Siempre;Rara vez;Ocasionalmente;Siempre;Rara vez;Frecuentemente;Rara vez;Rara vez;Frecuentemente;Rara vez;Rara vez;Ocasionalmente;De acuerdo;De acuerdo;Muy en desacuerdo;Desarrollo del lenguaje;2;Que estuviera dispuesta a resivirla;Recordando la retroalimentación;La seño de esta area no me paresio que fue la forma ni la manera de hacerla ;Que miren como se encuentra el estudiante antes de haser una critica destructiva;Mujer;;Colombia;;Más de 12 años;Sí;;;;Sí (Por favor especifique en el siguiente recuadro);Sindrome de turner
100;De acuerdo;Menor a 18;Ciencias Sociales (ej. Ciencias de la Educación, Ciencias Políticas, Derecho, Economía y Negocios, Geografía Social y Económica, Periodismo y Comunicaciones, Psicología, Sociología);;Estudiante nacional a tiempo completo;Universidad del Magdalena;Licenciatura en educación infantil ;Menos de un año;Entre 4.1 y 4.5;En cinco;Desarrollo del lenguaje ;Calificaciones y comentarios;La misma que esperaba;Presentación oral/exposición,Examen corto/quiz;;Trabajé solo;;Antes de la entrega;Antes de la entrega;Después de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Abuelos ;Antes de la entrega;Muy útiles;Copia impresa (ej. Documento impreso);;Recibí los comentarios inmediatamente;Mi profesor;;El profesor ya había revisado y brindado comentarios en mi tarea antes de su envío;Comentarios dados personalmente;;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;Totalmente de acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;4;1;2;4;Comentarios dados personalmente;;Comentarios dados personalmente;;Si propósito es brindarnos mas conocimientos acerca del tema ;Siempre;Siempre;Frecuentemente;Ocasionalmente;Frecuentemente;Rara vez;Rara vez;Rara vez;Frecuentemente;Ocasionalmente;Frecuentemente;Siempre;Frecuentemente;Siempre;Siempre;Ni de acuerdo ni en desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Desarrollo del lenguaje ;2022;Me hizo recordar algunos conceptos que no recordaba ;Me los recordó ;Una vez un docente me dijo una cosa y en el parcial salió con otras cosas diferentes ;Más docentes que sepan de la misma área ;Mujer;;Colombia;;9 - 12 años;Sí;;;;No;
100;De acuerdo;18 - 23;Ciencias Sociales (ej. Ciencias de la Educación, Ciencias Políticas, Derecho, Economía y Negocios, Geografía Social y Económica, Periodismo y Comunicaciones, Psicología, Sociología);;Estudiante nacional a tiempo completo;Universidad del Magdalena;Licenciatura en Educación Infantil ;Menos de un año;No estoy seguro/a;En cuatro;Desarrollo del lenguaje ;Solo comentarios;;Examen;;Trabajé solo;;Antes de la entrega;Después de la entrega;Después de la entrega;Antes de la entrega,Después de la entrega;Después de la entrega;Después de la entrega;Después de la entrega;Antes de la entrega,Después de la entrega;Antes de la entrega,Después de la entrega;Antes de la entrega;Ninguna;Antes de la entrega;Muy útiles;Copia impresa (ej. Documento impreso);;Recibí los comentarios inmediatamente;Mi profesor;;No podría dar una opinión;Comentarios dados personalmente;;De acuerdo;De acuerdo;Totalmente de acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;4;4;4;4;Anotaciones electrónicas (ej. Comentarios en Word o PDF),Comentarios dados personalmente,Rúbrica calificada;;Anotaciones electrónicas (ej. Comentarios en Word o PDF),Comentarios dados personalmente,Grabación de audio,Rúbrica calificada;;Aclarar dudas ;Siempre;Siempre;Frecuentemente;Siempre;Ocasionalmente;Frecuentemente;Siempre;Ocasionalmente;Ocasionalmente;Ocasionalmente;Ocasionalmente;Ocasionalmente;Rara vez;Frecuentemente;Rara vez;En desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Desarrollo del lenguaje ;Segundo semestre del 2022;La explica del profesor ;No sé ;No entendí lo que quiso explicar ;Escuchar más a los estudiantes ;Mujer;;Colombia;;Más de 12 años;Sí;;;;No;
100;De acuerdo;18 - 23;Ninguna de las anteriores (Por favor indique el área de conocimiento);Licenciatura en educación infantil ;Estudiante nacional a tiempo completo;Universidad del Magdalena;Licenciatura en educación infantil ;Entre 1 a 3 años;Entre 3.6 y 4.0;En una;Desarrollo del lenguaje ;Solo calificación;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Anotaciones electrónicas (ej. Comentarios en Word o PDF);;Comentarios dados personalmente;;Mejorar para un futuro;Siempre;Siempre;Siempre;Siempre;Frecuentemente;Siempre;Siempre;Frecuentemente;Frecuentemente;Rara vez;Ocasionalmente;Siempre;Rara vez;Frecuentemente;Nunca;Muy en desacuerdo;Muy en desacuerdo;En desacuerdo;Desarrollo del lenguaje ;Tercer semestre 2022;La claridad con que la docente se expresó y me explico todo ;Me ayudó a mejorar en dónde tenía fallas ;No recuerdo ;Todos los docentes deberían hacer una retroalimentación por cada asignatura, y hacer la retroalimentación no para que el estudiante se destruya si no para que esté se aliente a seguir adelante ;Mujer;;Colombia;;Más de 12 años;Sí;;;;No;
